,data,hora,sexo,idade,funcao,categoria,compra,valor
2250,2014-10-23,18:4,f,d,b,d,s,"R$ 170,00"
2251,2014-10-23,19:29,m,b,a,g,s,"R$ 30,00"
2252,2014-10-24,11:55,m,d,d,a,s,"R$ 25,00"
2253,2014-10-24,12:2,m,c,b,a,s,"R$ 160,00"
2254,2014-10-24,13:14,f,b,b,a,s,"R$ 40,00"
2255,2014-10-24,13:27,m,c,b,a,s,"R$ 30,00"
2256,2014-10-24,13:52,m,b,a,i,,
2257,2014-10-24,19:17,m,c,a,b,s,"R$ 25,00"
2258,2014-10-24,19:21,f,b,b,a,s,"R$ 23,50"
2259,2014-10-24,20:59,m,d,c,a,s,"R$ 20,00"
2260,2014-10-27,10:19,m,b,b,i,,
2261,2014-10-27,10:21,m,b,b,a,s,"R$ 135,00"
2262,2014-10-27,10:23,m,d,d,b,s,"R$ 90,00"
2263,2014-10-27,12:22,m,c,b,a,,
2264,2014-10-27,14:41,m,c,c,a,s,"R$ 60,00"
2265,2014-10-27,14:42,m,c,b,a,,
2266,2014-10-27,14:48,m,c,d,g,s,"R$ 280,00"
2267,2014-10-27,16:27,f,b,b,b,s,"R$ 90,00"
2268,2014-10-27,16:37,f,b,a,a,,
2269,2014-10-27,16:39,f,b,a,a,,
2270,2014-10-27,16:48,f,c,b,a,s,"R$ 20,00"
2271,2014-10-27,16:56,m,c,d,g,s,"R$ 30,00"
2272,2014-10-27,17:2,m,b,a,a,s,"R$ 110,00"
2273,2014-10-27,17:10,f,b,a,a,s,"R$ 30,00"
2274,2014-10-27,18:3,m,c,b,b,s,"R$ 90,00"
2275,2014-10-27,18:16,m,b,a,a,s,"R$ 20,00"
2276,2014-10-28,9:55,m,b,a,a,s,"R$ 50,00"
2277,2014-10-28,12:6,m,c,b,j,,
2278,2014-10-28,12:34,m,c,d,a,,
2279,2014-10-28,13:4,m,a,a,a,,
2280,2014-10-28,13:20,m,c,b,k,,
2281,2014-10-28,15:19,f,c,b,k,,
2282,2014-10-28,16:14,m,c,b,a,,
2283,2014-10-28,17:58,m,c,a,a,,
2284,2014-10-28,20:48,m,b,a,i,,
2285,2014-10-29,9:41,f,a,a,a,s,"R$ 20,00"
2286,2014-10-29,12:34,m,c,b,a,s,"R$ 10,00"
2287,2014-10-29,13:14,m,c,a,a,s,"R$ 650,00"
2288,2014-10-29,13:28,m,c,b,b,,
2289,2014-10-29,16:25,m,b,a,a,s,"R$ 10,00"
2290,2014-10-29,17:55,m,c,b,b,s,"R$ 90,00"
2291,2014-10-29,21:0,f,c,a,d,,
2292,2014-10-29,21:1,m,c,b,b,,
2293,2014-10-29,21:1,m,b,a,b,,
2294,2014-10-30,13:0,f,c,b,a,s,"R$ 30,00"
2295,2014-10-30,13:9,f,c,b,a,s,"R$ 10,00"
2296,2014-10-30,15:34,m,b,b,a,,
2297,2014-10-30,15:48,m,c,a,a,,
2298,2014-10-30,17:10,f,b,b,b,,
2299,2014-10-30,17:11,m,b,a,g,,
2300,2014-10-30,19:18,f,b,a,a,s,"R$ 80,00"
2301,2014-10-30,19:46,f,b,a,b,s,"R$ 90,00"
2302,2014-10-30,19:47,f,b,a,a,s,"R$ 36,00"
2303,2014-10-31,11:6,f,c,a,a,s,"R$ 10,00"
2304,2014-10-31,11:52,f,c,c,a,s,"R$ 39,00"
2305,2014-10-31,12:55,m,b,b,a,s,"R$ 40,00"
2306,2014-10-31,13:11,f,b,b,b,s,"R$ 90,00"
2307,2014-10-31,14:0,f,c,b,a,,
2308,2014-10-31,15:5,m,b,b,a,,
2309,2014-10-31,16:44,m,c,b,a,s,"R$ 218,00"
2310,2014-10-31,17:48,f,c,b,a,s,"R$ 25,00"
2311,2014-10-31,17:56,m,b,a,a,s,"R$ 30,00"
2312,2014-10-31,18:36,m,b,a,a,s,"R$ 40,00"
2313,2014-10-31,19:24,m,c,a,d,,
2314,2014-11-01,10:8,m,b,a,a,s,"R$ 25,00"
2315,2014-11-03,9:48,f,b,a,d,s,"R$ 101,00"
2316,2014-11-03,9:57,m,c,b,a,s,"R$ 52,00"
2317,2014-11-03,11:7,m,c,a,a,,
2318,2014-11-03,11:36,f,c,a,b,,
2319,2014-11-03,12:23,m,d,d,d,s,"R$ 50,00"
2320,2014-11-03,12:49,m,b,d,a,,
2321,2014-11-03,13:23,m,c,b,b,,
2322,2014-11-03,14:11,m,c,b,a,,
2323,2014-11-03,14:29,m,c,b,a,s,"R$ 20,00"
2324,2014-11-03,15:52,m,c,b,a,,
2325,2014-11-03,16:43,m,c,b,a,s,"R$ 170,00"
2326,2014-11-03,16:51,m,b,a,a,,
2327,2014-11-03,17:19,m,c,b,a,s,"R$ 48,00"
2328,2014-11-03,17:51,f,b,a,a,s,"R$ 60,00"
2329,2014-11-03,20:14,m,b,a,a,s,"R$ 25,00"
2330,2014-11-03,20:15,m,b,a,a,s,"R$ 20,00"
2331,2014-11-03,20:15,m,b,a,b,s,"R$ 90,00"
2332,2014-11-03,20:16,f,b,a,a,,
2333,2014-11-03,20:16,m,b,a,g,,
2334,2014-11-04,11:14,f,b,a,a,s,"R$ 80,00"
2335,2014-11-04,12:4,m,c,b,a,s,"R$ 30,00"
2336,2014-11-04,12:14,m,b,d,a,,
2337,2014-11-04,12:39,m,c,b,b,,
2338,2014-11-04,12:53,m,b,a,b,s,"R$ 90,00"
2339,2014-11-04,15:2,m,c,b,a,,
2340,2014-11-04,16:27,f,c,b,j,,
2341,2014-11-04,16:37,m,b,a,a,,
2342,2014-11-04,17:0,m,b,b,a,s,"R$ 42,00"
2343,2014-11-04,17:6,f,b,a,f,,
2344,2014-11-04,17:52,f,c,a,d,,
2345,2014-11-04,19:11,m,b,a,a,s,"R$ 20,00"
2346,2014-11-04,19:15,m,b,a,a,,
2347,2014-11-05,9:56,m,b,a,a,s,"R$ 32,00"
2348,2014-11-05,10:24,m,c,b,a,s,"R$ 25,00"
2349,2014-11-05,10:25,m,c,b,a,,
2350,2014-11-05,11:16,m,c,b,a,,
2351,2014-11-05,13:5,m,c,b,a,s,"R$ 25,00"
2352,2014-11-05,13:5,f,d,b,a,s,"R$ 68,00"
2353,2014-11-05,14:34,m,c,b,a,s,"R$ 120,00"
2354,2014-11-05,14:35,m,c,b,a,s,"R$ 30,00"
2355,2014-11-05,14:36,m,c,b,a,s,"R$ 279,00"
2356,2014-11-05,14:59,m,b,a,a,s,"R$ 30,00"
2357,2014-11-05,15:0,m,d,b,a,s,"R$ 25,00"
2358,2014-11-05,15:3,m,c,b,a,s,"R$ 80,00"
2359,2014-11-05,16:28,f,b,a,b,,
2360,2014-11-05,17:45,f,b,a,a,s,"R$ 8,00"
2361,2014-11-05,18:57,m,b,a,d,s,"R$ 45,00"
2362,2014-11-05,20:40,f,c,d,d,s,"R$ 36,00"
2363,2014-11-05,20:42,m,b,a,a,s,"R$ 10,00"
2364,2014-11-05,21:13,f,b,a,a,s,"R$ 20,00"
2365,2014-11-06,9:36,m,d,d,a,s,"R$ 40,00"
2366,2014-11-06,11:23,f,b,d,a,,
2367,2014-11-06,12:41,f,c,b,g,s,"R$ 10,00"
2368,2014-11-06,12:58,m,c,d,i,,
2369,2014-11-06,13:4,f,b,a,b,s,"R$ 90,00"
2370,2014-11-06,13:29,f,c,d,a,s,"R$ 10,00"
2371,2014-11-06,13:30,f,c,d,a,s,"R$ 10,00"
2372,2014-11-06,13:30,f,c,d,a,s,"R$ 20,00"
2373,2014-11-06,14:4,f,b,a,b,s,"R$ 90,00"
2374,2014-11-06,14:5,m,b,a,a,,
2375,2014-11-06,14:48,m,c,d,a,,
2376,2014-11-06,15:44,f,b,a,d,s,"R$ 70,00"
2377,2014-11-06,15:52,f,d,d,a,s,"R$ 30,00"
2378,2014-11-06,16:38,m,b,b,j,,
2379,2014-11-06,17:14,f,c,b,a,s,"R$ 80,00"
2380,2014-11-06,20:53,f,c,d,d,s,"R$ 60,00"
2381,2014-11-06,20:53,m,c,a,a,s,"R$ 60,00"
2382,2014-11-06,20:54,m,b,a,b,,
2383,2014-11-07,12:52,f,c,d,b,,
2384,2014-11-07,12:53,m,c,b,i,,
2385,2014-11-07,13:11,m,c,d,f,,
2386,2014-11-07,13:51,m,d,d,g,s,"R$ 10,00"
2387,2014-11-07,15:25,f,b,a,a,s,"R$ 10,00"
2388,2014-11-07,15:30,f,c,c,b,,
2389,2014-11-07,15:31,m,b,b,i,,
2390,2014-11-07,18:23,m,b,b,a,s,"R$ 20,00"
2391,2014-11-07,18:26,f,b,a,a,s,"R$ 80,00"
2392,2014-11-07,19:58,m,b,a,k,,
2393,2014-11-07,20:29,m,c,a,a,,
2394,2014-11-10,9:16,f,b,a,b,,
2395,2014-11-10,9:56,m,b,a,a,,
2396,2014-11-10,9:57,m,c,b,a,,
2397,2014-11-10,10:21,m,c,b,a,s,"R$ 60,00"
2398,2014-11-10,10:45,m,c,a,a,,
2399,2014-11-10,10:57,f,b,a,j,,
2400,2014-11-10,11:36,f,c,a,a,s,"R$ 20,00"
2401,2014-11-10,14:50,m,c,b,a,s,"R$ 279,00"
2402,2014-11-10,15:54,f,c,d,d,s,"R$ 40,00"
2403,2014-11-10,16:2,f,b,a,a,s,"R$ 15,00"
2404,2014-11-10,16:15,m,b,b,a,s,"R$ 25,00"
2405,2014-11-10,16:16,m,c,a,a,s,"R$ 10,00"
2406,2014-11-10,17:23,m,c,a,a,,
2407,2014-11-10,19:10,m,c,b,d,,
2408,2014-11-10,19:10,m,b,a,i,,
2409,2014-11-10,19:11,f,b,a,a,,
2410,2014-11-10,19:29,m,c,a,a,s,"R$ 20,00"
2411,2014-11-10,19:36,m,c,a,a,s,"R$ 60,00"
2412,2014-11-10,21:15,m,b,a,a,s,"R$ 20,00"
2413,2014-11-11,10:35,m,b,a,i,,
2414,2014-11-11,14:2,m,d,b,d,s,"R$ 40,00"
2415,2014-11-11,14:4,m,c,b,a,s,"R$ 124,00"
2416,2014-11-11,14:5,f,b,a,a,,
2417,2014-11-11,14:10,f,b,a,d,s,"R$ 120,00"
2418,2014-11-11,15:44,m,b,b,d,,
2419,2014-11-11,16:35,m,c,b,b,s,"R$ 90,00"
2420,2014-11-11,16:37,f,b,a,a,s,"R$ 5.780,00"
2421,2014-11-11,16:47,f,b,a,a,s,"R$ 1.660,00"
2422,2014-11-11,17:12,m,c,b,a,s,"R$ 20,00"
2423,2014-11-11,18:20,m,c,b,a,s,"R$v 8,00"
2424,2014-11-11,18:48,f,b,a,d,s,"R$ 45,00"
2425,2014-11-11,19:47,m,d,d,k,s,"R$ 999,00"
2426,2014-11-11,20:3,m,b,a,b,s,"R$ 90,00"
2427,2014-11-12,9:44,m,c,d,a,s,"R$ 15,00"
2428,2014-11-12,9:45,m,b,a,a,s,"R$ 20,00"
2429,2014-11-12,10:17,m,b,d,a,s,"R$ 10,00"
2430,2014-11-12,11:23,m,c,d,a,s,"R$ 50,00"
2431,2014-11-12,11:47,m,c,d,a,,
2432,2014-11-12,11:48,m,c,b,a,s,"R$ 25,00"
2433,2014-11-12,12:4,f,b,a,d,s,"R$ 36,00"
2434,2014-11-12,12:28,m,c,b,a,,
2435,2014-11-12,12:29,m,c,d,b,,
2436,2014-11-12,12:51,m,c,b,b,s,"R$ 138,00"
2437,2014-11-12,13:6,m,c,d,g,,
2438,2014-11-12,13:23,m,c,b,i,s,"R$ 180,00"
2439,2014-11-12,14:16,m,c,b,d,,
2440,2014-11-12,14:16,f,c,d,a,,
2441,2014-11-12,14:18,m,c,d,a,s,"R$ 16,00"
2442,2014-11-12,14:18,f,c,d,a,s,"R$ 10,00"
2443,2014-11-12,14:19,m,d,d,a,s,"R$ 60,00"
2444,2014-11-12,14:38,m,c,d,a,s,"R$ 30,00"
2445,2014-11-12,14:52,m,c,d,i,,
2446,2014-11-12,15:21,m,c,d,a,s,"R$ 125,00"
2447,2014-11-12,15:45,m,c,d,b,s,"R$ 140,00"
2448,2014-11-12,15:47,m,d,b,k,s,"R$ 480,00"
2449,2014-11-12,16:59,m,c,b,a,s,"R$ 35,00"
2450,2014-11-12,17:13,m,b,a,i,,
2451,2014-11-12,17:19,m,c,d,a,s,"R$ 145,00"
2452,2014-11-12,17:47,m,c,a,a,s,"R$ 60,00"
2453,2014-11-12,18:11,m,b,d,i,,
2454,2014-11-12,18:34,m,b,a,a,s,"R$ 102,00"
2455,2014-11-12,18:35,m,b,a,a,,
2456,2014-11-13,10:14,f,c,d,a,s,"R$ 30,00"
2457,2014-11-13,10:24,m,c,d,a,s,"R$ 10,00"
2458,2014-11-13,10:35,f,d,a,k,,
2459,2014-11-13,11:7,m,c,b,a,,
2460,2014-11-13,11:36,m,c,d,d,,
2461,2014-11-13,11:43,m,b,d,a,s,"R$ 34,00"
2462,2014-11-13,13:18,m,b,d,a,s,"R$ 68,00"
2463,2014-11-13,14:39,m,c,d,a,s,"R$ 12,00"
2464,2014-11-13,14:40,f,c,d,i,,
2465,2014-11-13,15:15,f,b,a,a,,
2466,2014-11-13,15:16,f,b,a,i,,
2467,2014-11-13,17:46,m,b,a,d,s,"R$ 90,00"
2468,2014-11-13,18:36,f,b,a,a,s,"R$ 40,00"
2469,2014-11-13,19:2,m,c,a,a,s,"R$ 20,00"
2470,2014-11-14,11:42,m,c,b,a,s,"R$ 10,00"
2471,2014-11-14,11:44,m,b,d,a,s,"R$ 12,00"
2472,2014-11-14,11:47,m,b,a,i,,
2473,2014-11-14,13:49,m,b,d,b,,
2474,2014-11-14,14:13,m,d,b,a,s,"R$ 62,00"
2475,2014-11-14,14:14,m,c,b,a,,
2476,2014-11-14,14:16,f,c,b,a,s,"R$ 30,00"
2477,2014-11-14,14:49,m,d,b,a,,
2478,2014-11-14,16:16,m,b,a,a,s,"R$ 30,00"
2479,2014-11-14,16:18,m,b,b,e,,
2480,2014-11-14,16:24,m,c,b,b,,
2481,2014-11-14,16:33,m,c,d,i,,
2482,2014-11-14,16:58,m,b,d,a,s,"R$ 40,00"
2483,2014-11-14,17:41,f,b,a,d,s,"R$ 100,00"
2484,2014-11-14,19:4,f,b,a,a,s,"R$ 50,00"
2485,2014-11-14,19:56,m,b,a,a,s,"R$ 10,00"
2486,2014-11-17,8:54,m,b,a,a,s,"R$ 10,00"
2487,2014-11-17,11:29,m,c,d,a,s,"R$ 35,00"
2488,2014-11-17,11:32,f,b,a,a,,
2489,2014-11-17,11:52,m,c,b,a,,
2490,2014-11-17,12:1,f,d,d,b,,
2491,2014-11-17,12:27,f,b,a,a,s,"R$ 40,00"
2492,2014-11-17,13:51,f,c,b,a,,
2493,2014-11-17,14:10,f,b,a,b,,
2494,2014-11-17,14:10,m,c,b,a,s,"R$ 40,00"
2495,2014-11-17,14:24,m,c,b,e,,
2496,2014-11-17,14:35,m,c,b,g,,
2497,2014-11-17,20:19,m,b,a,a,s,"R$ 30,00"
2498,2014-11-18,8:52,f,b,a,a,,
2499,2014-11-18,9:37,m,b,a,a,s,"R$ 25,00"
2500,2014-11-18,10:3,m,c,b,a,,
2501,2014-11-18,10:28,m,c,a,a,s,"R$ 145,00"
2502,2014-11-18,11:20,m,c,b,a,,
2503,2014-11-18,12:19,m,c,b,d,s,"R$ 60,00"
2504,2014-11-18,12:37,m,c,b,a,,
2505,2014-11-18,12:41,m,b,a,a,s,"R$ 20,00"
2506,2014-11-18,12:46,m,b,a,a,s,"R$ 10,00"
2507,2014-11-18,13:58,m,c,a,a,,
2508,2014-11-18,15:16,m,c,c,a,,
2509,2014-11-18,17:18,f,b,a,b,s,"R$ 90,00"
2510,2014-11-18,17:39,f,b,a,d,s,"R$ 38,00"
2511,2014-11-18,19:9,f,b,a,d,,
2512,2014-11-19,9:38,m,c,d,a,,
2513,2014-11-19,11:18,f,c,a,a,,
2514,2014-11-19,11:26,f,c,b,a,,
2515,2014-11-19,11:48,f,b,a,a,s,"R$ 50,00"
2516,2014-11-19,12:7,m,b,a,k,,
2517,2014-11-19,14:20,m,c,a,a,s,"R$ 40,00"
2518,2014-11-19,15:5,m,b,a,a,s,"R$ 10,00"
2519,2014-11-19,15:24,f,c,b,a,,
2520,2014-11-19,15:59,m,c,d,a,s,"R$ 57,00"
2521,2014-11-19,16:0,f,c,b,a,s,"R$ 20,00"
2522,2014-11-19,16:8,f,b,a,a,,
2523,2014-11-19,17:42,m,b,a,g,s,"R$ 142,00"
2524,2014-11-19,20:24,m,b,a,a,s,"R$ 8,00"
2525,2014-11-20,11:59,m,c,d,a,,
2526,2014-11-20,13:47,m,c,d,f,s,"R$ 210,00"
2527,2014-11-20,13:55,m,b,a,a,s,"R$ 75,00"
2528,2014-11-20,14:48,m,c,b,a,s,"R$ 95,00"
2529,2014-11-20,14:56,m,c,b,a,,
2530,2014-11-20,17:5,m,c,c,a,,
2531,2014-11-20,21:6,m,b,a,a,s,"R$ 20,00"
2532,2014-11-20,21:7,m,b,a,a,s,"R$ 52,00"
2533,2014-11-20,21:7,m,b,a,a,s,"R$ 50,00"
2534,2014-11-21,13:13,m,c,d,b,,
2535,2014-11-21,13:14,m,a,d,a,,
2536,2014-11-21,13:23,m,c,b,a,,
2537,2014-11-21,13:26,m,c,b,a,s,"R$ 75,00"
2538,2014-11-21,14:1,m,c,b,a,,
2539,2014-11-21,14:37,m,c,b,i,,
2540,2014-11-21,15:1,m,b,b,d,s,"R$ 40,00"
2541,2014-11-21,15:21,f,c,b,a,,
2542,2014-11-21,15:54,m,b,a,a,,
2543,2014-11-21,16:16,m,c,b,b,s,"R$ 50,00"
2544,2014-11-21,16:42,f,b,a,d,s,"R$ 36,00"
2545,2014-11-21,16:51,m,c,a,a,s,"R$ 25,00"
2546,2014-11-21,17:12,m,c,a,a,s,"R$ 35,00"
2547,2014-11-21,20:1,m,c,b,a,,
2548,2014-11-24,11:29,m,d,b,g,,
2549,2014-11-24,11:37,m,c,d,a,s,"R$ 124,00"
2550,2014-11-24,11:38,m,c,d,a,s,"R$ 25,00"
2551,2014-11-24,12:1,m,c,d,a,,
2552,2014-11-24,12:18,m,b,a,a,s,"R$ 10,00"
2553,2014-11-24,12:27,m,d,d,d,s,"R$ 175,00"
2554,2014-11-24,15:55,f,d,b,a,,
2555,2014-11-24,16:9,m,d,d,d,s,"R$ 20,00"
2556,2014-11-24,16:9,f,c,d,a,s,"R$ 12,00"
2557,2014-11-24,16:9,f,b,b,a,,
2558,2014-11-24,17:39,f,d,b,a,s,"R$ 304,00"
2559,2014-11-24,18:21,m,b,b,g,,
2560,2014-11-24,18:35,f,b,a,a,s,"R$ 40,00"
2561,2014-11-24,20:37,m,b,a,a,s,"R$ 16,00"
2562,2014-11-24,20:37,m,b,a,i,,
2563,2014-11-25,9:55,f,b,a,b,s,"R$ 90,00"
2564,2014-11-25,10:10,m,b,a,i,,
2565,2014-11-25,10:29,f,c,c,a,,
2566,2014-11-25,10:30,m,c,d,a,,
2567,2014-11-25,12:51,f,d,b,a,s,"R$ 20,00"
2568,2014-11-25,13:11,f,c,b,k,,
2569,2014-11-25,16:22,f,c,a,a,,
2570,2014-11-25,16:42,f,c,d,a,,
2571,2014-11-25,18:16,f,b,a,a,,
2572,2014-11-26,9:55,m,b,a,b,,
2573,2014-11-26,10:41,f,d,a,k,,
2574,2014-11-26,10:42,f,c,b,a,s,"R$ 25,00"
2575,2014-11-26,12:58,f,d,d,g,,
2576,2014-11-26,14:33,m,c,b,a,s,"R$ 35,00"
2577,2014-11-26,14:35,f,b,a,a,s,"R$ 20,00"
2578,2014-11-26,14:43,m,b,a,a,,
2579,2014-11-26,15:53,f,b,a,a,s,"R$ 25,00"
2580,2014-11-26,16:29,m,c,b,a,s,"R$ 86,00"
2581,2014-11-26,16:30,f,b,a,a,s,"R$ 85,00"
2582,2014-11-26,16:42,f,b,a,b,s,"R$ 90,00"
2583,2014-11-26,16:56,m,b,a,a,s,"R$ 20,00"
2584,2014-11-26,17:39,m,c,b,a,s,"R$ 25,00"
2585,2014-11-27,9:37,f,b,a,a,,
2586,2014-11-27,11:28,m,d,d,d,,
2587,2014-11-27,11:41,m,c,b,i,,
2588,2014-11-27,12:48,f,c,b,k,,
2589,2014-11-27,12:59,m,c,d,a,,
2590,2014-11-27,13:9,m,b,a,b,s,"R$ 20,00"
2591,2014-11-27,13:12,m,c,d,a,s,"R$ 10,00"
2592,2014-11-27,13:24,m,c,b,a,,
2593,2014-11-27,14:25,m,b,b,a,s,"R$ 109,00"
2594,2014-11-27,14:34,m,d,d,b,s,"R$ 60,00"
2595,2014-11-27,15:34,f,b,a,b,s,"R$ 68,00"
2596,2014-11-27,16:36,m,b,a,a,s,"R$ 30,00"
2597,2014-11-27,17:18,f,b,a,a,s,"R$ 90,00"
2598,2014-11-27,17:18,m,b,b,a,s,"R$ 30,00"
2599,2014-11-27,17:39,m,b,d,b,s,"R$ 30,00"
2600,2014-11-27,17:59,f,b,b,c,,
2601,2014-11-27,20:57,f,c,d,a,s,"R$ 145,00"
2602,2014-11-28,12:31,m,c,c,c,s,"R$ 685,00"
2603,2014-11-28,13:47,m,b,d,i,,
2604,2014-11-28,14:31,m,c,d,a,,
2605,2014-11-28,16:9,m,c,c,a,s,"R$ 280,00"
2606,2014-11-28,16:28,f,b,a,a,s,"R$ 25,00"
2607,2014-11-28,18:19,m,c,b,a,,
2608,2014-11-28,18:48,f,b,a,a,,
2609,2014-12-01,8:43,m,b,a,a,,
2610,2014-12-01,9:16,m,b,d,a,,
2611,2014-12-01,9:28,m,c,a,a,,
2612,2014-12-01,10:45,f,b,a,a,,
2613,2014-12-01,11:46,f,b,a,b,s,"R$ 90,00"
2614,2014-12-01,11:50,m,b,a,a,s,"R$ 60,00"
2615,2014-12-01,12:29,m,c,b,a,,
2616,2014-12-01,12:47,f,b,b,a,s,"R$ 60,00"
2617,2014-12-01,14:17,f,c,b,a,s,"R$ 25,00"
2618,2014-12-01,15:11,m,c,b,a,s,"R$ 295,00"
2619,2014-12-01,16:5,m,c,b,g,,
2620,2014-12-01,17:7,m,c,d,a,s,"R$ 25,00"
2621,2014-12-01,19:41,f,b,a,b,s,"R$ 50,00"
2622,2014-12-02,10:39,m,c,b,a,,
2623,2014-12-02,11:59,f,b,a,a,,
2624,2014-12-02,12:36,m,c,b,a,s,"R$ 25,00"
2625,2014-12-02,12:54,m,c,b,a,s,"R$ 25,00"
2626,2014-12-02,14:31,f,b,a,a,s,"R$ 0,00"
2627,2014-12-02,14:32,m,c,b,a,s,"R$ 20,00"
2628,2014-12-02,15:3,f,c,d,a,,
2629,2014-12-02,15:43,m,c,b,a,s,"R$ 90,00"
2630,2014-12-02,16:37,m,b,a,a,s,"R$ 30,00"
2631,2014-12-02,16:37,m,b,a,a,s,"R$ 30,00"
2632,2014-12-02,17:13,m,c,b,g,,
2633,2014-12-02,17:35,m,d,c,a,s,"R$ 150,00"
2634,2014-12-02,17:36,m,b,a,a,s,"R$ 20,00"
2635,2014-12-03,10:10,f,b,a,b,s,"R$ 20,00"
2636,2014-12-03,10:45,f,c,d,a,s,"R$ 20,00"
2637,2014-12-03,12:29,m,c,b,a,s,"R$ 90,00"
2638,2014-12-03,12:45,m,c,d,i,,
2639,2014-12-03,12:45,m,c,b,c,,
2640,2014-12-03,13:28,m,b,a,g,s,"R$ 140,00"
2641,2014-12-03,14:57,m,c,b,a,s,"R$ 25,00"
2642,2014-12-03,15:9,m,d,d,k,s,"R$ 7.371,00"
2643,2014-12-03,15:21,m,c,d,a,s,"R$ 320,00"
2644,2014-12-03,17:27,m,c,b,a,,
2645,2014-12-04,10:13,m,c,b,a,s,"R$ 25,00"
2646,2014-12-04,12:30,m,c,b,a,s,"R$ 36,00"
2647,2014-12-04,12:38,m,c,b,g,,
2648,2014-12-04,13:22,m,c,b,i,,
2649,2014-12-04,13:52,m,b,b,a,s,"R$ 20,00"
2650,2014-12-04,13:53,m,b,b,a,s,"R$ 20,00"
2651,2014-12-04,14:1,m,c,a,a,s,"R$ 10,00"
2652,2014-12-04,14:23,f,c,c,b,s,"R$ 180,00"
2653,2014-12-04,15:49,f,b,a,i,s,"R$ 150,00"
2654,2014-12-04,16:12,m,b,a,a,s,"R$ 50,00"
2655,2014-12-04,18:47,m,c,c,a,s,"R$ 230,00"
2656,2014-12-05,12:48,m,c,b,i,s,"R$ 1.700,00"
2657,2014-12-05,12:49,f,c,a,b,s,"R$ 20,00"
2658,2014-12-05,13:17,m,c,b,g,s,"R$ 98,00"
2659,2014-12-05,13:58,m,c,d,a,,
2660,2014-12-05,14:8,m,c,b,a,,
2661,2014-12-05,14:33,m,c,a,a,s,"R$ 25,00"
2662,2014-12-05,14:44,m,c,a,a,,
2663,2014-12-05,14:45,m,c,b,a,,
2664,2014-12-05,14:52,m,c,a,a,,
2665,2014-12-05,16:47,f,a,a,a,,
2666,2014-12-05,17:20,f,a,d,a,,
2667,2014-12-05,18:1,m,b,a,i,s,"R$ 90,00"
2668,2014-12-08,10:29,f,b,d,j,,
2669,2014-12-08,10:30,m,b,d,a,,
2670,2014-12-08,10:31,f,c,d,a,,
2671,2014-12-08,11:10,m,b,b,a,s,"R$ 123,00"
2672,2014-12-08,11:47,m,c,b,a,s,"R$ 107,00"
2673,2014-12-08,12:20,f,b,b,a,,
2674,2014-12-08,13:12,f,b,d,a,s,"R$ 60,00"
2675,2014-12-08,13:36,m,c,d,a,,
2676,2014-12-08,14:29,f,b,a,d,s,"R$ 65,00"
2677,2014-12-08,14:41,m,c,b,a,s,"R$ 15,00"
2678,2014-12-08,15:34,m,c,d,b,s,"R$ 20,00"
2679,2014-12-08,15:35,f,b,a,a,s,"R$ 20,00"
2680,2014-12-08,15:39,f,b,d,a,s,"R$ 20,00"
2681,2014-12-08,16:54,m,b,a,a,,
2682,2014-12-08,19:10,m,b,a,a,s,"R$ 35,00"
2683,2014-12-10,9:9,f,c,b,a,s,"R$ 70,00"
2684,2014-12-10,10:20,m,b,a,a,,
2685,2014-12-10,11:10,m,c,b,a,,
2686,2014-12-10,11:16,m,c,b,a,,
2687,2014-12-10,11:22,m,b,b,g,s,"R$ 30,00"
2688,2014-12-10,11:52,m,c,b,a,s,"R$ 62,00"
2689,2014-12-10,12:4,f,c,b,a,,
2690,2014-12-10,12:14,m,c,b,a,,
2691,2014-12-10,12:31,m,c,b,a,s,"R$ 20,00"
2692,2014-12-10,15:2,m,c,d,k,s,"R$ 12.738,38"
2693,2014-12-10,17:20,m,b,b,a,s,"R$ 35,00"
2694,2014-12-11,11:10,f,c,d,d,,
2695,2014-12-11,11:47,f,c,b,a,,
2696,2014-12-11,12:33,m,c,d,a,s,"R$ 30,00"
2697,2014-12-11,13:7,m,c,d,a,,
2698,2014-12-11,15:4,m,b,a,k,,
2699,2014-12-11,15:7,m,c,b,i,,
2700,2014-12-11,16:2,m,b,d,i,,
2701,2014-12-11,16:12,m,d,b,a,s,"R$ 10,00"
2702,2014-12-11,16:18,f,b,d,d,s,"R$ 25,00"
2703,2014-12-11,16:35,m,b,b,a,,
2704,2014-12-12,10:1,m,d,d,g,s,"R$ 230,00"
2705,2014-12-12,10:1,m,c,d,k,s,"R$ 186,00"
2706,2014-12-12,10:2,m,d,d,k,s,"R$ 1.400,00"
2707,2014-12-12,11:21,m,c,b,d,s,"R$ 110,00"
2708,2014-12-12,11:21,f,c,d,a,s,"R$ 35,00"
2709,2014-12-12,14:3,m,c,b,a,,
2710,2014-12-12,14:50,m,b,a,b,,
2711,2014-12-12,15:14,m,c,b,a,,
2712,2014-12-12,16:27,m,c,b,a,s,"R$ 62,00"
2713,2014-12-12,17:22,m,c,b,a,s,"R$ 66,00"
2714,2014-12-12,17:41,m,c,c,d,s,"R$ 100,00"
2715,2014-12-12,17:51,f,c,b,a,s,"R$ 36,00"
2716,2014-12-15,9:3,m,b,a,i,,
2717,2014-12-15,13:2,m,d,d,c,s,"R$ 1.970,00"
